TestType,TestName,ConfigurationFile,BasicTestConfiguration,Mode
PrimePatConfigTestMethod,CTRL_X_PATMOD_E_END_TAP_FIXDIG_X_F1_HWFSM_PARAMETERS_ED_HYBRID_RATIO1,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\PATMOD\\HWFSM4ED.SetPoints.json""",,
PrimeIpoTestMethod,DV_X_IPO_E_END_TAP_FIXDIG_MIN_F1_ED_FULL_FW_DATA_RATIO1,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\IPO\\Ddr1chg4_Data_VREF_IPO.json""",,
SmartCtvDc,ACIOLB_DDR_SMARTCTV_E_END_TAP_FIXDIG_MIN_F1_ED_FULL_FW_DATA_RATIO1,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\SmartCtv\\ED\\Ddr1ch4g_ED_Reads.smart.json""",6830,"""Basic"""
PrimeIpoTestMethod,DV_X_IPO_E_END_TAP_FIXDIG_MIN_F1_ED_FULL_FW_CC_RATIO1,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\IPO\\Ddr1chg4_Cmdctl_VREF_IPO.json""",,
SmartCtvDc,ACIOLB_DDR_SMARTCTV_E_END_TAP_FIXDIG_MIN_F1_ED_FULL_FW_CC_RATIO1,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\SmartCtv\\ED\\Ddr1ch4g_ED_Reads.smart.json""",6831,"""Basic"""
PrimeIpoTestMethod,DV_X_IPO_E_END_TAP_FIXDIG_MIN_F1_ED_FULL_FW_CLK_RATIO1,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\IPO\\Ddr1chg4_Clk_VREF_IPO.json""",,
SmartCtvDc,ACIOLB_DDR_SMARTCTV_E_END_TAP_FIXDIG_MIN_F1_ED_FULL_FW_CLK_RATIO1,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\SmartCtv\\ED\\Ddr1ch4g_ED_Reads.smart.json""",6832,"""Basic"""
PrimePatConfigTestMethod,CTRL_X_PATMOD_E_END_TAP_FIXDIG_X_F1_HWFSM_PARAMETERS_ED_FULL_FW,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\PATMOD\\HWFSM4ED.SetPoints.json""",,
PrimePatConfigTestMethod,CTRL_X_PATMOD_E_END_TAP_FIXDIG_X_F1_RATIO1_MCR_FREQ_UPDATE_DV,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\PATMOD\\RatioChange.SetPoints.json""",,
PrimePatConfigTestMethod,CTRL_X_PATMOD_E_END_TAP_FIXDIG_X_F1_HWFSM_PARAMETERS_ED_FULL_SPF_RATIO2,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\PATMOD\\HWFSM4ED.SetPoints.json""",,
PrimeIpoTestMethod,DV_X_IPO_E_END_TAP_FIXDIG_MIN_F1_DATA_ED_FULL_SPF_RATIO2,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\IPO\\Ddr1chg4_Data_VREF_IPO.json""",,
SmartCtvDc,ACIOLB_DDR_SMARTCTV_E_END_TAP_FIXDIG_MIN_F1_DATA_ED_FULL_SPF_RATIO2,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\SmartCtv\\ED\\Ddr1ch4g_ED_Reads.smart.json""",6830,"""Basic"""
PrimeIpoTestMethod,DV_X_IPO_E_END_TAP_FIXDIG_MIN_F1_CC_ED_FULL_SPF_RATIO2,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\IPO\\Ddr1chg4_Cmdctl_VREF_IPO.json""",,
SmartCtvDc,ACIOLB_DDR_SMARTCTV_E_END_TAP_FIXDIG_MIN_F1_CC_ED_FULL_SPF_RATIO2,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\SmartCtv\\ED\\Ddr1ch4g_ED_Reads.smart.json""",6831,"""Basic"""
PrimeIpoTestMethod,DV_X_IPO_E_END_TAP_FIXDIG_MIN_F1_CLK_ED_FULL_SPF_RATIO2,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\IPO\\Ddr1chg4_Clk_VREF_IPO.json""",,
SmartCtvDc,ACIOLB_DDR_SMARTCTV_E_END_TAP_FIXDIG_MIN_F1_CLK_ED_FULL_SPF_RATIO2,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\SmartCtv\\ED\\Ddr1ch4g_ED_Reads.smart.json""",6832,"""Basic"""
PrimePatConfigTestMethod,CTRL_X_PATMOD_E_END_TAP_FIXDIG_X_F1_HWFSM_PARAMETERS_ED_FULL_FW_RATIO2,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\PATMOD\\HWFSM4ED.SetPoints.json""",,
PrimeIpoTestMethod,DV_X_IPO_E_END_TAP_FIXDIG_MIN_F1_ED_FULL_FW_DATA_RATIO2,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\IPO\\Ddr1chg4_Data_VREF_IPO.json""",,
SmartCtvDc,ACIOLB_DDR_SMARTCTV_E_END_TAP_FIXDIG_MIN_F1_ED_FULL_FW_DATA_RATIO2,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\SmartCtv\\ED\\Ddr1ch4g_ED_Reads.smart.json""",6830,"""Basic"""
PrimeIpoTestMethod,DV_X_IPO_E_END_TAP_FIXDIG_MIN_F1_ED_FULL_FW_CC_RATIO2,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\IPO\\Ddr1chg4_Cmdctl_VREF_IPO.json""",,
SmartCtvDc,ACIOLB_DDR_SMARTCTV_E_END_TAP_FIXDIG_MIN_F1_ED_FULL_FW_CC_RATIO2,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\SmartCtv\\ED\\Ddr1ch4g_ED_Reads.smart.json""",6831,"""Basic"""
PrimeIpoTestMethod,DV_X_IPO_E_END_TAP_FIXDIG_MIN_F1_ED_FULL_FW_CLK_RATIO2,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\IPO\\Ddr1chg4_Clk_VREF_IPO.json""",,
SmartCtvDc,ACIOLB_DDR_SMARTCTV_E_END_TAP_FIXDIG_MIN_F1_ED_FULL_FW_CLK_RATIO2,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\SmartCtv\\ED\\Ddr1ch4g_ED_Reads.smart.json""",6832,"""Basic"""
PrimePatConfigTestMethod,CTRL_X_PATMOD_E_END_TAP_FIXDIG_X_F1_HWFSM_PARAMETERS_ED_HYBRID_RATIO2,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\PATMOD\\HWFSM4ED.SetPoints.json""",,
PrimeIpoTestMethod,DV_X_IPO_E_END_TAP_FIXDIG_MIN_F1_DATA_ED_HYBRID_RATIO2,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\IPO\\Ddr1chg4_Data_VREF_IPO.json""",,
SmartCtvDc,ACIOLB_DDR_SMARTCTV_E_END_TAP_FIXDIG_MIN_F1_DATA_ED_HYBRID_RATIO2,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\SmartCtv\\ED\\Ddr1ch4g_ED_Reads.smart.json""",6830,"""Basic"""
PrimeIpoTestMethod,DV_X_IPO_E_END_TAP_FIXDIG_MIN_F1_CC_ED_HYBRID_RATIO2,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\IPO\\Ddr1chg4_Cmdctl_VREF_IPO.json""",,
SmartCtvDc,ACIOLB_DDR_SMARTCTV_E_END_TAP_FIXDIG_MIN_F1_CC_ED_HYBRID_RATIO2,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\SmartCtv\\ED\\Ddr1ch4g_ED_Reads.smart.json""",6831,"""Basic"""
PrimeIpoTestMethod,DV_X_IPO_E_END_TAP_FIXDIG_MIN_F1_CLK_ED_HYBRID_RATIO2,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\IPO\\Ddr1chg4_Clk_VREF_IPO.json""",,
SmartCtvDc,ACIOLB_DDR_SMARTCTV_E_END_TAP_FIXDIG_MIN_F1_CLK_ED_HYBRID_RATIO2,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\SmartCtv\\ED\\Ddr1ch4g_ED_Reads.smart.json""",6832,"""Basic"""
PrimePatConfigTestMethod,CTRL_X_PATMOD_E_END_TAP_FIXDIG_X_F1_HWFSM_PARAMETERS_ED_FULL_SPF_RATIO3,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\PATMOD\\HWFSM4ED.SetPoints.json""",,
PrimeIpoTestMethod,DV_X_IPO_E_END_TAP_FIXDIG_MIN_F1_DATA_ED_FULL_SPF_RATIO3,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\IPO\\Ddr1chg4_Data_VREF_IPO.json""",,
SmartCtvDc,ACIOLB_DDR_SMARTCTV_E_END_TAP_FIXDIG_MIN_F1_DATA_ED_FULL_SPF_RATIO3,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\SmartCtv\\ED\\Ddr1ch4g_ED_Reads.smart.json""",6830,"""Basic"""
PrimeIpoTestMethod,DV_X_IPO_E_END_TAP_FIXDIG_MIN_F1_CC_ED_FULL_SPF_RATIO3,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\IPO\\Ddr1chg4_Cmdctl_VREF_IPO.json""",,
SmartCtvDc,ACIOLB_DDR_SMARTCTV_E_END_TAP_FIXDIG_MIN_F1_CC_ED_FULL_SPF_RATIO3,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\SmartCtv\\ED\\Ddr1ch4g_ED_Reads.smart.json""",6831,"""Basic"""
PrimeIpoTestMethod,DV_X_IPO_E_END_TAP_FIXDIG_MIN_F1_CLK_ED_FULL_SPF_RATIO3,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\IPO\\Ddr1chg4_Clk_VREF_IPO.json""",,
SmartCtvDc,ACIOLB_DDR_SMARTCTV_E_END_TAP_FIXDIG_MIN_F1_CLK_ED_FULL_SPF_RATIO3,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\SmartCtv\\ED\\Ddr1ch4g_ED_Reads.smart.json""",6832,"""Basic"""
PrimePatConfigTestMethod,CTRL_X_PATMOD_E_END_TAP_FIXDIG_X_F1_HWFSM_PARAMETERS_ED_FULL_FW_RATIO3,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\PATMOD\\HWFSM4ED.SetPoints.json""",,
PrimeIpoTestMethod,DV_X_IPO_E_END_TAP_FIXDIG_MIN_F1_ED_FULL_FW_DATA_RATIO3,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\IPO\\Ddr1chg4_Data_VREF_IPO.json""",,
SmartCtvDc,ACIOLB_DDR_SMARTCTV_E_END_TAP_FIXDIG_MIN_F1_ED_FULL_FW_DATA_RATIO3,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\SmartCtv\\ED\\Ddr1ch4g_ED_Reads.smart.json""",6830,"""Basic"""
PrimeIpoTestMethod,DV_X_IPO_E_END_TAP_FIXDIG_MIN_F1_ED_FULL_FW_CC_RATIO3,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\IPO\\Ddr1chg4_Cmdctl_VREF_IPO.json""",,
SmartCtvDc,ACIOLB_DDR_SMARTCTV_E_END_TAP_FIXDIG_MIN_F1_ED_FULL_FW_CC_RATIO3,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\SmartCtv\\ED\\Ddr1ch4g_ED_Reads.smart.json""",6831,"""Basic"""
PrimeIpoTestMethod,DV_X_IPO_E_END_TAP_FIXDIG_MIN_F1_ED_FULL_FW_CLK_RATIO3,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\IPO\\Ddr1chg4_Clk_VREF_IPO.json""",,
SmartCtvDc,ACIOLB_DDR_SMARTCTV_E_END_TAP_FIXDIG_MIN_F1_ED_FULL_FW_CLK_RATIO3,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\SmartCtv\\ED\\Ddr1ch4g_ED_Reads.smart.json""",6832,"""Basic"""
PrimePatConfigTestMethod,CTRL_X_PATMOD_E_END_TAP_FIXDIG_X_F1_HWFSM_PARAMETERS_ED_HYBRID_RATIO3,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\PATMOD\\HWFSM4ED.SetPoints.json""",,
PrimeIpoTestMethod,DV_X_IPO_E_END_TAP_FIXDIG_MIN_F1_DATA_ED_HYBRID_RATIO3,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\IPO\\Ddr1chg4_Data_VREF_IPO.json""",,
SmartCtvDc,ACIOLB_DDR_SMARTCTV_E_END_TAP_FIXDIG_MIN_F1_DATA_ED_HYBRID_RATIO3,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\SmartCtv\\ED\\Ddr1ch4g_ED_Reads.smart.json""",6830,"""Basic"""
PrimeIpoTestMethod,DV_X_IPO_E_END_TAP_FIXDIG_MIN_F1_CC_ED_HYBRID_RATIO3,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\IPO\\Ddr1chg4_Cmdctl_VREF_IPO.json""",,
SmartCtvDc,ACIOLB_DDR_SMARTCTV_E_END_TAP_FIXDIG_MIN_F1_CC_ED_HYBRID_RATIO3,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\SmartCtv\\ED\\Ddr1ch4g_ED_Reads.smart.json""",6831,"""Basic"""
PrimeIpoTestMethod,DV_X_IPO_E_END_TAP_FIXDIG_MIN_F1_CLK_ED_HYBRID_RATIO3,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\IPO\\Ddr1chg4_Clk_VREF_IPO.json""",,
SmartCtvDc,ACIOLB_DDR_SMARTCTV_E_END_TAP_FIXDIG_MIN_F1_CLK_ED_HYBRID_RATIO3,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\SmartCtv\\ED\\Ddr1ch4g_ED_Reads.smart.json""",6832,"""Basic"""
PrimeIpoTestMethod,DV_X_IPO_E_END_TAP_FIXDIG_MIN_F1_RCOMP_SWEEPS,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\IPO\\Ddr1chg4_Data_VREF_IPO.json""",,
PrimeIpoTestMethod,DV_X_IPO_E_END_TAP_FIXDIG_MIN_X_VIX_SWEEPS,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\IPO\\Ddr1chg4_Data_VREF_IPO.json""",,
SmartCtvDc,DV_X_SMARTCTVDC_E_END_TAP_FIXDIG_MIN_F1_ACIOLB_SINGLE_TESTPOINT_ED_FULL_SPF_RATIO1,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\SmartCtv\\ED\\Ddr1ch4g_ED_Reads.smart.json""",6820,"""Basic"""
SmartCtvDc,DV_X_SMARTCTVDC_E_END_TAP_FIXDIG_MIN_F1_ACIOLB_SINGLE_TESTPOINT_ED_HYBRID_RATIO1,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\SmartCtv\\ED\\Ddr1ch4g_ED_Reads.smart.json""",6821,"""Basic"""
SmartCtvDc,DV_X_SMARTCTVDC_E_END_TAP_FIXDIG_MIN_F1_ACIOLB_SINGLE_TESTPOINT_ED_FULL_FW,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\SmartCtv\\ED\\Ddr1ch4g_ED_Reads.smart.json""",6822,"""Basic"""
SmartCtvDc,DV_X_SMARTCTVDC_E_END_TAP_FIXDIG_MIN_F1_ACIOLB_SINGLE_TESTPOINT_ED_FULL_SPF_RATIO2,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\SmartCtv\\ED\\Ddr1ch4g_ED_Reads.smart.json""",6820,"""Basic"""
SmartCtvDc,DV_X_SMARTCTVDC_E_END_TAP_FIXDIG_MIN_F1_ACIOLB_SINGLE_TESTPOINT_ED_HYBRID_RATIO2,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\SmartCtv\\ED\\Ddr1ch4g_ED_Reads.smart.json""",6821,"""Basic"""
SmartCtvDc,DV_X_SMARTCTVDC_E_END_TAP_FIXDIG_MIN_F1_ACIOLB_SINGLE_TESTPOINT_ED_FULL_FW_RATIO2,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\SmartCtv\\ED\\Ddr1ch4g_ED_Reads.smart.json""",6822,"""Basic"""
SmartCtvDc,DV_X_SMARTCTVDC_E_END_TAP_FIXDIG_MIN_F1_ACIOLB_SINGLE_TESTPOINT_ED_FULL_SPF_RATIO3,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\SmartCtv\\ED\\Ddr1ch4g_ED_Reads.smart.json""",6820,"""Basic"""
SmartCtvDc,DV_X_SMARTCTVDC_E_END_TAP_FIXDIG_MIN_F1_ACIOLB_SINGLE_TESTPOINT_ED_HYBRID_RATIO3,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\SmartCtv\\ED\\Ddr1ch4g_ED_Reads.smart.json""",6821,"""Basic"""
SmartCtvDc,DV_X_SMARTCTVDC_E_END_TAP_FIXDIG_MIN_F1_ACIOLB_SINGLE_TESTPOINT_ED_FULL_FW_RATIO3,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\SmartCtv\\ED\\Ddr1ch4g_ED_Reads.smart.json""",6822,"""Basic"""
PrimePatConfigTestMethod,BSTEPS_X_PATMOD_E_PREHVQK_X_X_X_X_GENERAL,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\PATMOD\\Debug.SetPoints.json""",,
PrimePatConfigTestMethod,CTRL_X_PATMOD_E_STRESS_TAP_FIXDIG_X_X_RATIO_CHANGE,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\PATMOD\\RatioChange.SetPoints.json""",,
PrimePatConfigTestMethod,CTRL_X_PATMOD_E_PREHVQK_TAP_FIXDIG_X_X_RATIO1_CHANGE_ACIOLB_MCR_8000,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\PATMOD\\RatioChange.SetPoints.json""",,
SmartCtvDcServer,ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MIN_HFM_MCR_8000,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\SmartCtv\\ACIOLB\\Aciolb_Calibration_MCR.smart.json""",,"""CtvTag"""
SmartCtvDcServer,ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_HFM_MCR_8000,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\SmartCtv\\ACIOLB\\Aciolb_Calibration_MCR.smart.json""",,"""CtvTag"""
SmartCtvDc,HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\SmartCtv\\HVMADC\\Ddr1ch4g_HVMADC_Reads.smart.json""",,"""CtvTag"""
SmartCtvDcServer,ACIOLB_DDR_CTVD_K_POSTHVQK_TAP_FIXDIG_MAX_HFM_MCR_8000,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\SmartCtv\\ACIOLB\\Aciolb_Calibration_MCR.smart.json""",,"""CtvTag"""
SmartCtvDcServer,ACIOLB_DDR_CTVD_K_POSTHVQK_TAP_FIXDIG_MIN_HFM_MCR_8000,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\SmartCtv\\ACIOLB\\Aciolb_Calibration_MCR.smart.json""",,"""CtvTag"""
PrimePatConfigTestMethod,CTRL_X_PATMOD_E_POSTHVQK_TAP_FIXDIG_X_X_RATIO_CHANGE_MCR_ACIOLB_8000,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\PATMOD\\RatioChange.SetPoints.json""",,
SmartCtvDcServer,ACIOLB_DDR_CTVD_K_SDTEND_TAP_FIXDIG_MIN_HFM_MCR_8000,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\SmartCtv\\ACIOLB\\Aciolb_Calibration_MCR.smart.json""",,"""CtvTag"""
SmartCtvDcServer,ACIOLB_DDR_CTVD_K_SDTEND_TAP_FIXDIG_MAX_HFM_MCR_8000,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\SmartCtv\\ACIOLB\\Aciolb_Calibration_MCR.smart.json""",,"""CtvTag"""
PrimePatConfigTestMethod,CTRL_X_PATMOD_E_SDTEND_TAP_FIXDIG_X_X_RATIO_CHANGE_MCR_ACIOLB_8000,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"")+""\\Modules\\MIO_DDR\\InputFiles\\PATMOD\\RatioChange.SetPoints.json""",,
