TestType,TestName,ConfigurationFile,BasicTestConfiguration,Mode
SmartCtvDcServer,NTL_PCIE_SMARTCTVDC_K_SDTEND_X_X_MIN_X_NUP,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.NTL",54000,
SmartCtvDcServer,NTL_PCIE_SMARTCTVDC_K_SDTEND_X_X_NOM_X_NUP,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.NTL",54000,
SmartCtvDcServer,NTL_PCIE_SMARTCTVDC_K_SDTEND_X_X_MAX_X_NUP,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.NTL",54000,
SmartCtvDcServer,NTL_PCIE_SMARTCTVDC_K_SDTEND_X_X_MIN_X_NDN,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.NTL",54001,
SmartCtvDcServer,NTL_PCIE_SMARTCTVDC_K_SDTEND_X_X_NOM_X_NDN,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.NTL",54001,
SmartCtvDcServer,NTL_PCIE_SMARTCTVDC_K_SDTEND_X_X_MAX_X_NDN,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.NTL",54001,
SmartCtvDcServer,NTL_PCIE_SMARTCTVDC_K_SDTEND_X_X_MIN_X_PUP,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.NTL",54002,
SmartCtvDcServer,NTL_PCIE_SMARTCTVDC_K_SDTEND_X_X_NOM_X_PUP,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.NTL",54002,
SmartCtvDcServer,NTL_PCIE_SMARTCTVDC_K_SDTEND_X_X_MAX_X_PUP,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.NTL",54002,
SmartCtvDcServer,NTL_PCIE_SMARTCTVDC_K_SDTEND_X_X_MIN_X_PDN,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.NTL",54003,
SmartCtvDcServer,NTL_PCIE_SMARTCTVDC_K_SDTEND_X_X_NOM_X_PDN,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.NTL",54003,
SmartCtvDcServer,NTL_PCIE_SMARTCTVDC_K_SDTEND_X_X_MAX_X_PDN,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.NTL",54003,
ShmooCtvMDCX,ISOEXTLB_PCIE_SHMOO_E_END_X_X_MIN_2500_SHMLPBK,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLBG1",,
ShmooCtvMDCX,ISOEXTLB_PCIE_SHMOO_E_END_X_X_MIN_5000_SHMLPBK,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLBG2",,
ShmooCtvMDCX,ISOEXTLB_PCIE_SHMOO_E_END_X_X_MIN_8000_SHMLPBK,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLBG3",,
ShmooCtvMDCX,ISOEXTLB_PCIE_SHMOO_E_END_X_X_MIN_16000_SHMLPBK,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLBG4",,
ShmooCtvMDCX,ISOEXTLB_PCIE_SHMOO_E_END_X_X_MIN_32000_SHMLPBK,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLBG5",,
ShmooCtvMDCX,ISOEXTLB_PCIE_SHMOO_E_END_X_X_MIN_64000_SHMLPBK,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLBG6",,
ShmooCtvMDCX,ISOEXTLB_PCIE_SHMOO_E_SDTEND_X_X_MIN_2500_SHMLPBK,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLBG1",,
ShmooCtvMDCX,ISOEXTLB_PCIE_SHMOO_E_SDTEND_X_X_MIN_5000_SHMLPBK,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLBG2",,
ShmooCtvMDCX,ISOEXTLB_PCIE_SHMOO_E_SDTEND_X_X_MIN_8000_SHMLPBK,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLBG3",,
ShmooCtvMDCX,ISOEXTLB_PCIE_SHMOO_E_SDTEND_X_X_MIN_16000_SHMLPBK,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLBG4",,
ShmooCtvMDCX,ISOEXTLB_PCIE_SHMOO_E_SDTEND_X_X_MIN_32000_SHMLPBK,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLBG5",,
ShmooCtvMDCX,ISOEXTLB_PCIE_SHMOO_E_SDTEND_X_X_MIN_64000_SHMLPBK,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLBG6",,
ShmooCtvMDCX,ISOEXTLB_PCIE_SHMOO_E_END_X_X_MIN_2500_TXEQSWP,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLBG1",,
ShmooCtvMDCX,ISOEXTLB_PCIE_SHMOO_E_END_X_X_MIN_5000_TXEQSWP,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLBG2",,
ShmooCtvMDCX,ISOEXTLB_PCIE_SHMOO_E_END_X_X_MIN_8000_TXEQSWP,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLBG3",,
ShmooCtvMDCX,ISOEXTLB_PCIE_SHMOO_E_END_X_X_MIN_16000_TXEQSWP,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLBG4",,
ShmooCtvMDCX,ISOEXTLB_PCIE_SHMOO_E_END_X_X_MIN_32000_TXEQSWP,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLBG5",,
ShmooCtvMDCX,ISOEXTLB_PCIE_SHMOO_E_END_X_X_MIN_64000_TXEQSWP,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLBG6",,
ShmooCtvMDCX,ISOEXTLB_PCIE_SHMOO_E_SDTEND_X_X_MIN_2500_TXEQSWP,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLBG1",,
ShmooCtvMDCX,ISOEXTLB_PCIE_SHMOO_E_SDTEND_X_X_MIN_5000_TXEQSWP,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLBG2",,
ShmooCtvMDCX,ISOEXTLB_PCIE_SHMOO_E_SDTEND_X_X_MIN_8000_TXEQSWP,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLBG3",,
ShmooCtvMDCX,ISOEXTLB_PCIE_SHMOO_E_SDTEND_X_X_MIN_16000_TXEQSWP,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLBG4",,
ShmooCtvMDCX,ISOEXTLB_PCIE_SHMOO_E_SDTEND_X_X_MIN_32000_TXEQSWP,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLBG5",,
ShmooCtvMDCX,ISOEXTLB_PCIE_SHMOO_E_SDTEND_X_X_MIN_64000_TXEQSWP,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLBG6",,
SmartCtvDcServer,ISOEXTLB_PCIE_SMARTCTVDC_K_STRESS_X_X_MIN_2500_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLB",54000,
SmartCtvDcServer,ISOEXTLB_PCIE_SMARTCTVDC_K_STRESS_X_X_NOM_2500_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLB",54000,
SmartCtvDcServer,ISOEXTLB_PCIE_SMARTCTVDC_K_STRESS_X_X_MAX_2500_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLB",54000,
SmartCtvDcServer,ISOEXTLB_PCIE_SMARTCTVDC_K_SDTSTRESS_X_X_MIN_2500_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLB",54000,
SmartCtvDcServer,ISOEXTLB_PCIE_SMARTCTVDC_K_SDTSTRESS_X_X_NOM_2500_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLB",54000,
SmartCtvDcServer,ISOEXTLB_PCIE_SMARTCTVDC_K_SDTSTRESS_X_X_MAX_2500_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLB",54000,
SmartCtvDcServer,ISOEXTLB_PCIE_SMARTCTVDC_K_PREHVQK_X_X_MIN_2500_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLB",54000,
SmartCtvDcServer,ISOEXTLB_PCIE_SMARTCTVDC_K_PREHVQK_X_X_NOM_2500_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLB",54000,
SmartCtvDcServer,ISOEXTLB_PCIE_SMARTCTVDC_K_PREHVQK_X_X_MAX_2500_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLB",54000,
SmartCtvDcServer,ISOEXTLB_PCIE_SMARTCTVDC_K_POSTHVQK_X_X_MIN_2500_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLB",54000,
SmartCtvDcServer,ISOEXTLB_PCIE_SMARTCTVDC_K_POSTHVQK_X_X_NOM_2500_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLB",54000,
SmartCtvDcServer,ISOEXTLB_PCIE_SMARTCTVDC_K_POSTHVQK_X_X_MAX_2500_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLB",54000,
SmartCtvDcServer,ISOEXTLB_PCIE_SMARTCTVDC_K_STRESS_X_X_X_2500_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLB",54000,
SmartCtvDcServer,ISOEXTLB_PCIE_SMARTCTVDC_K_SDTSTRESS_X_X_X_2500_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLB",54000,
SmartCtvDcServer,ISOANELB_PCIE_SMARTCTVDC_K_STRESS_X_X_X_2500_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.ANELB",54000,
SmartCtvDcServer,ISOANELB_PCIE_SMARTCTVDC_K_SDTSTRESS_X_X_X_2500_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.ANELB",54000,
SmartCtvDcServer,ISOANELB_PCIE_SMARTCTVDC_K_STRESS_X_X_MIN_2500_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.ANELB",54000,
SmartCtvDcServer,ISOANELB_PCIE_SMARTCTVDC_K_STRESS_X_X_NOM_2500_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.ANELB",54000,
SmartCtvDcServer,ISOANELB_PCIE_SMARTCTVDC_K_STRESS_X_X_MAX_2500_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.ANELB",54000,
SmartCtvDcServer,ISOANELB_PCIE_SMARTCTVDC_K_SDTSTRESS_X_X_MIN_2500_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.ANELB",54000,
SmartCtvDcServer,ISOANELB_PCIE_SMARTCTVDC_K_SDTSTRESS_X_X_NOM_2500_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.ANELB",54000,
SmartCtvDcServer,ISOANELB_PCIE_SMARTCTVDC_K_SDTSTRESS_X_X_MAX_2500_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.ANELB",54000,
PrimePatConfigTestMethod,UTIL_PCIE_PATMOD_K_END_X_X_X_X_GONOGO,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.TXEQ_SETPOINT",,
PrimePatConfigTestMethod,UTIL_PCIE_PATMOD_K_SDTEND_X_X_X_X_GONOGO,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.TXEQ_SETPOINT",,
PrimePatConfigTestMethod,UTIL_PCIE_PATMOD_K_BEGIN_X_X_X_X_GONOGO,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.TXEQ_SETPOINT",,
PrimePatConfigTestMethod,UTIL_PCIE_PATMOD_K_SDTBEGIN_X_X_X_X_GONOGO,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.TXEQ_SETPOINT",,
PrimePatConfigTestMethod,UTIL_PCIE_PATMOD_E_PREHVQK_X_X_X_X_GONOGO,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.TXEQ_SETPOINT",,
PrimePatConfigTestMethod,UTIL_PCIE_PATMOD_K_POSTHVQK_X_X_X_X_GONOGO,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.TXEQ_SETPOINT",,
PrimePatConfigTestMethod,UTIL_PCIE_PATMOD_E_STRESS_X_X_X_X_GONOGO,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.TXEQ_SETPOINT",,
PrimePatConfigTestMethod,UTIL_PCIE_PATMOD_K_SDTSTRESS_X_X_X_X_GONOGO,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.TXEQ_SETPOINT",,
