Index,MC,Sensor,Type,Step,Parameter,SubCh,Partition,FieldName,Register,Field,Name
461,M0,ANA,DATA,x,VCC_PBIAS,B,3,adcout,ddrd_n0_dll_csr,M0_B_3_x_DATA_VCC_PBIAS,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
462,M0,ANA,DATA,x,VCC,B,3,adcout,ddrd_n0_dll_csr,M0_B_3_x_DATA_VCC,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
463,M0,ANA,DATA,x,VSS,B,3,adcout,ddrd_n0_dll_csr,M0_B_3_x_DATA_VSS,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
464,M0,ANA,DATA,1,ULVTNGM,B,3,adcout,ddrd_n0_dll_csr,M0_B_3_1_DATA_ULVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
465,M0,ANA,DATA,1,LVTNGM,B,3,adcout,ddrd_n0_dll_csr,M0_B_3_1_DATA_LVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
466,M0,ANA,DATA,1,SVTNGM,B,3,adcout,ddrd_n0_dll_csr,M0_B_3_1_DATA_SVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
467,M0,ANA,DATA,1,HVTNGM,B,3,adcout,ddrd_n0_dll_csr,M0_B_3_1_DATA_HVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
468,M0,ANA,DATA,1,ULVTPGM,B,3,adcout,ddrd_n0_dll_csr,M0_B_3_1_DATA_ULVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
469,M0,ANA,DATA,1,LVTPGM,B,3,adcout,ddrd_n0_dll_csr,M0_B_3_1_DATA_LVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
470,M0,ANA,DATA,1,SVTPGM,B,3,adcout,ddrd_n0_dll_csr,M0_B_3_1_DATA_SVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
471,M0,ANA,DATA,1,HVTPGM,B,3,adcout,ddrd_n0_dll_csr,M0_B_3_1_DATA_HVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
472,M0,ANA,DATA,1,ULVTNROUT,B,3,adcout,ddrd_n0_dll_csr,M0_B_3_1_DATA_ULVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
473,M0,ANA,DATA,1,LVTNROUT,B,3,adcout,ddrd_n0_dll_csr,M0_B_3_1_DATA_LVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
474,M0,ANA,DATA,1,SVTNROUT,B,3,adcout,ddrd_n0_dll_csr,M0_B_3_1_DATA_SVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
475,M0,ANA,DATA,1,HVTNROUT,B,3,adcout,ddrd_n0_dll_csr,M0_B_3_1_DATA_HVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
476,M0,ANA,DATA,1,ULVTPROUT,B,3,adcout,ddrd_n0_dll_csr,M0_B_3_1_DATA_ULVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
477,M0,ANA,DATA,1,LVTPROUT,B,3,adcout,ddrd_n0_dll_csr,M0_B_3_1_DATA_LVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
478,M0,ANA,DATA,1,SVTPROUT,B,3,adcout,ddrd_n0_dll_csr,M0_B_3_1_DATA_SVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
479,M0,ANA,DATA,1,HVTPROUT,B,3,adcout,ddrd_n0_dll_csr,M0_B_3_1_DATA_HVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
480,M0,ANA,DATA,x,LVTNVT,A,4,adcout,ddrd_n0_dll_csr,M0_A_4_x_DATA_LVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
481,M0,ANA,DATA,0,ULVTNGM,A,4,adcout,ddrd_n0_dll_csr,M0_A_4_0_DATA_ULVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
482,M0,ANA,DATA,0,LVTNGM,A,4,adcout,ddrd_n0_dll_csr,M0_A_4_0_DATA_LVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
483,M0,ANA,DATA,0,SVTNGM,A,4,adcout,ddrd_n0_dll_csr,M0_A_4_0_DATA_SVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
484,M0,ANA,DATA,0,HVTNGM,A,4,adcout,ddrd_n0_dll_csr,M0_A_4_0_DATA_HVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
485,M0,ANA,DATA,0,ULVTPGM,A,4,adcout,ddrd_n0_dll_csr,M0_A_4_0_DATA_ULVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
486,M0,ANA,DATA,0,LVTPGM,A,4,adcout,ddrd_n0_dll_csr,M0_A_4_0_DATA_LVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
487,M0,ANA,DATA,0,SVTPGM,A,4,adcout,ddrd_n0_dll_csr,M0_A_4_0_DATA_SVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
488,M0,ANA,DATA,0,HVTPGM,A,4,adcout,ddrd_n0_dll_csr,M0_A_4_0_DATA_HVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
489,M0,ANA,DATA,0,ULVTNROUT,A,4,adcout,ddrd_n0_dll_csr,M0_A_4_0_DATA_ULVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
490,M0,ANA,DATA,0,LVTNROUT,A,4,adcout,ddrd_n0_dll_csr,M0_A_4_0_DATA_LVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
491,M0,ANA,DATA,0,SVTNROUT,A,4,adcout,ddrd_n0_dll_csr,M0_A_4_0_DATA_SVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
492,M0,ANA,DATA,0,HVTNROUT,A,4,adcout,ddrd_n0_dll_csr,M0_A_4_0_DATA_HVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
493,M0,ANA,DATA,0,ULVTPROUT,A,4,adcout,ddrd_n0_dll_csr,M0_A_4_0_DATA_ULVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
494,M0,ANA,DATA,0,LVTPROUT,A,4,adcout,ddrd_n0_dll_csr,M0_A_4_0_DATA_LVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
495,M0,ANA,DATA,0,SVTPROUT,A,4,adcout,ddrd_n0_dll_csr,M0_A_4_0_DATA_SVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
496,M0,ANA,DATA,0,HVTPROUT,A,4,adcout,ddrd_n0_dll_csr,M0_A_4_0_DATA_HVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
497,M0,ANA,DATA,x,SVTNVT,A,4,adcout,ddrd_n0_dll_csr,M0_A_4_x_DATA_SVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
498,M0,ANA,DATA,x,LVTPVT,A,4,adcout,ddrd_n0_dll_csr,M0_A_4_x_DATA_LVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
499,M0,ANA,DATA,x,SVTPVT,A,4,adcout,ddrd_n0_dll_csr,M0_A_4_x_DATA_SVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
500,M0,ANA,DATA,x,NBIAS,A,4,adcout,ddrd_n0_dll_csr,M0_A_4_x_DATA_NBIAS,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
501,M0,ANA,DATA,x,VCC_PBIAS,A,4,adcout,ddrd_n0_dll_csr,M0_A_4_x_DATA_VCC_PBIAS,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
502,M0,ANA,DATA,x,VCC,A,4,adcout,ddrd_n0_dll_csr,M0_A_4_x_DATA_VCC,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
503,M0,ANA,DATA,x,VSS,A,4,adcout,ddrd_n0_dll_csr,M0_A_4_x_DATA_VSS,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
504,M0,ANA,DATA,1,ULVTNGM,A,4,adcout,ddrd_n0_dll_csr,M0_A_4_1_DATA_ULVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
505,M0,ANA,DATA,1,LVTNGM,A,4,adcout,ddrd_n0_dll_csr,M0_A_4_1_DATA_LVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
506,M0,ANA,DATA,1,SVTNGM,A,4,adcout,ddrd_n0_dll_csr,M0_A_4_1_DATA_SVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
507,M0,ANA,DATA,1,HVTNGM,A,4,adcout,ddrd_n0_dll_csr,M0_A_4_1_DATA_HVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
508,M0,ANA,DATA,1,ULVTPGM,A,4,adcout,ddrd_n0_dll_csr,M0_A_4_1_DATA_ULVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
509,M0,ANA,DATA,1,LVTPGM,A,4,adcout,ddrd_n0_dll_csr,M0_A_4_1_DATA_LVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
510,M0,ANA,DATA,1,SVTPGM,A,4,adcout,ddrd_n0_dll_csr,M0_A_4_1_DATA_SVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
511,M0,ANA,DATA,1,HVTPGM,A,4,adcout,ddrd_n0_dll_csr,M0_A_4_1_DATA_HVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
512,M0,ANA,DATA,1,ULVTNROUT,A,4,adcout,ddrd_n0_dll_csr,M0_A_4_1_DATA_ULVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
513,M0,ANA,DATA,1,LVTNROUT,A,4,adcout,ddrd_n0_dll_csr,M0_A_4_1_DATA_LVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
514,M0,ANA,DATA,1,SVTNROUT,A,4,adcout,ddrd_n0_dll_csr,M0_A_4_1_DATA_SVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
515,M0,ANA,DATA,1,HVTNROUT,A,4,adcout,ddrd_n0_dll_csr,M0_A_4_1_DATA_HVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
516,M0,ANA,DATA,1,ULVTPROUT,A,4,adcout,ddrd_n0_dll_csr,M0_A_4_1_DATA_ULVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
517,M0,ANA,DATA,1,LVTPROUT,A,4,adcout,ddrd_n0_dll_csr,M0_A_4_1_DATA_LVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
518,M0,ANA,DATA,1,SVTPROUT,A,4,adcout,ddrd_n0_dll_csr,M0_A_4_1_DATA_SVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
519,M0,ANA,DATA,1,HVTPROUT,A,4,adcout,ddrd_n0_dll_csr,M0_A_4_1_DATA_HVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
520,M0,ANA,DATA,x,LVTNVT,B,4,adcout,ddrd_n0_dll_csr,M0_B_4_x_DATA_LVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
521,M0,ANA,DATA,0,ULVTNGM,B,4,adcout,ddrd_n0_dll_csr,M0_B_4_0_DATA_ULVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
522,M0,ANA,DATA,0,LVTNGM,B,4,adcout,ddrd_n0_dll_csr,M0_B_4_0_DATA_LVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
523,M0,ANA,DATA,0,SVTNGM,B,4,adcout,ddrd_n0_dll_csr,M0_B_4_0_DATA_SVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
524,M0,ANA,DATA,0,HVTNGM,B,4,adcout,ddrd_n0_dll_csr,M0_B_4_0_DATA_HVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
525,M0,ANA,DATA,0,ULVTPGM,B,4,adcout,ddrd_n0_dll_csr,M0_B_4_0_DATA_ULVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
526,M0,ANA,DATA,0,LVTPGM,B,4,adcout,ddrd_n0_dll_csr,M0_B_4_0_DATA_LVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
527,M0,ANA,DATA,0,SVTPGM,B,4,adcout,ddrd_n0_dll_csr,M0_B_4_0_DATA_SVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
528,M0,ANA,DATA,0,HVTPGM,B,4,adcout,ddrd_n0_dll_csr,M0_B_4_0_DATA_HVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
529,M0,ANA,DATA,0,ULVTNROUT,B,4,adcout,ddrd_n0_dll_csr,M0_B_4_0_DATA_ULVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
530,M0,ANA,DATA,0,LVTNROUT,B,4,adcout,ddrd_n0_dll_csr,M0_B_4_0_DATA_LVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
531,M0,ANA,DATA,0,SVTNROUT,B,4,adcout,ddrd_n0_dll_csr,M0_B_4_0_DATA_SVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
532,M0,ANA,DATA,0,HVTNROUT,B,4,adcout,ddrd_n0_dll_csr,M0_B_4_0_DATA_HVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
533,M0,ANA,DATA,0,ULVTPROUT,B,4,adcout,ddrd_n0_dll_csr,M0_B_4_0_DATA_ULVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
534,M0,ANA,DATA,0,LVTPROUT,B,4,adcout,ddrd_n0_dll_csr,M0_B_4_0_DATA_LVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
535,M0,ANA,DATA,0,SVTPROUT,B,4,adcout,ddrd_n0_dll_csr,M0_B_4_0_DATA_SVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
536,M0,ANA,DATA,0,HVTPROUT,B,4,adcout,ddrd_n0_dll_csr,M0_B_4_0_DATA_HVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
537,M0,ANA,DATA,x,SVTNVT,B,4,adcout,ddrd_n0_dll_csr,M0_B_4_x_DATA_SVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
538,M0,ANA,DATA,x,LVTPVT,B,4,adcout,ddrd_n0_dll_csr,M0_B_4_x_DATA_LVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
539,M0,ANA,DATA,x,SVTPVT,B,4,adcout,ddrd_n0_dll_csr,M0_B_4_x_DATA_SVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
540,M0,ANA,DATA,x,NBIAS,B,4,adcout,ddrd_n0_dll_csr,M0_B_4_x_DATA_NBIAS,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
541,M0,ANA,DATA,x,VCC_PBIAS,B,4,adcout,ddrd_n0_dll_csr,M0_B_4_x_DATA_VCC_PBIAS,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
542,M0,ANA,DATA,x,VCC,B,4,adcout,ddrd_n0_dll_csr,M0_B_4_x_DATA_VCC,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
543,M0,ANA,DATA,x,VSS,B,4,adcout,ddrd_n0_dll_csr,M0_B_4_x_DATA_VSS,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
544,M0,ANA,DATA,1,ULVTNGM,B,4,adcout,ddrd_n0_dll_csr,M0_B_4_1_DATA_ULVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
545,M0,ANA,DATA,1,LVTNGM,B,4,adcout,ddrd_n0_dll_csr,M0_B_4_1_DATA_LVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
546,M0,ANA,DATA,1,SVTNGM,B,4,adcout,ddrd_n0_dll_csr,M0_B_4_1_DATA_SVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
547,M0,ANA,DATA,1,HVTNGM,B,4,adcout,ddrd_n0_dll_csr,M0_B_4_1_DATA_HVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
548,M0,ANA,DATA,1,ULVTPGM,B,4,adcout,ddrd_n0_dll_csr,M0_B_4_1_DATA_ULVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
549,M0,ANA,DATA,1,LVTPGM,B,4,adcout,ddrd_n0_dll_csr,M0_B_4_1_DATA_LVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
550,M0,ANA,DATA,1,SVTPGM,B,4,adcout,ddrd_n0_dll_csr,M0_B_4_1_DATA_SVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
551,M0,ANA,DATA,1,HVTPGM,B,4,adcout,ddrd_n0_dll_csr,M0_B_4_1_DATA_HVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
552,M0,ANA,DATA,1,ULVTNROUT,B,4,adcout,ddrd_n0_dll_csr,M0_B_4_1_DATA_ULVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
553,M0,ANA,DATA,1,LVTNROUT,B,4,adcout,ddrd_n0_dll_csr,M0_B_4_1_DATA_LVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
554,M0,ANA,DATA,1,SVTNROUT,B,4,adcout,ddrd_n0_dll_csr,M0_B_4_1_DATA_SVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
